filename,title,year,manufacturer,rpi2,rpi3,bios,notes
exeriont,Exerion ,1983,Jaleco,untested,ok,,
exerizrb,Exerizer ,1987,Jaleco,untested,ok,,
exodus,Exodus ,,Subelectro,untested,ok,,
explorer,Explorer,1981,bootleg,untested,ok,,
exprraid,Express Raider ,1986,Data East USA,untested,ok,,
extdwnhl,Extreme Downhill ,1995,Sammy Industries Japan,untested,ok,,
exterm,Exterminator,1989,Gottlieb,untested,ok,,
extrmatn,Extermination ,1987,Taito World Games,untested,ok,,
exvania,Exvania ,1992,Namco,untested,ok,,
exzisus,Exzisus ,1987,Taito Corporation,untested,ok,,
eyes,Eyes ,1982,Digitrex Techstar,untested,ok,,
eyes2,Eyes ,1982,Techstar,untested,ok,,
f1dream,F-1 Dream,1988,Capcom,untested,ok,,
f1dreamb,F-1 Dream ,1988,bootleg,untested,ok,,
f1en,F1 Exhaust Note,1991,Sega,untested,ok,,
f1gp,F-1 Grand Prix,1991,Video System Co.,untested,ok,,
f1gp2,F-1 Grand Prix Part II,1992,Video System Co.,untested,has issues,,
f1gpstar,Grand Prix Star,1991,Jaleco,untested,has issues,,Controls not configured properly.
f1gpstr2,F-1 Grand Prix Star II,1993,Jaleco,doesn't work,doesn't work,,game_not_working
f1lap,F1 Super Lap,1993,Sega,doesn't work,doesn't work,,game_not_working
f1superb,F1 Super Battle,1994,Jaleco,doesn't work,doesn't work,,game_not_working
fa,F,1992,Namco,untested,has issues,,
faceoff,Face Off ,1988,Namco,untested,has issues,,
falcon,Falcon,1980,bootleg,untested,ok,,
fantasia,Fantasia,1994,Comad & New Japan System,untested,ok,,
fantasy,Fantasy ,1981,SNK,untested,untested,,
fantasyj,Fantasy ,1981,SNK,untested,ok,,
fantazia,Fantazia,1980,bootleg,untested,has issues,,inaccurate colours pi3
fantjour,Fantastic Journey,1994,Konami,doesn't work,doesn't work,,game_not_working
fantland,Fantasy Land,,Electronic Devices Italy,untested,ok,,
fantsia2,Fantasia II,1997,Comad,untested,has issues,,"When Turning, game freezes."
fantsy95,Fantasy '95,1995,Hi-max Technology Inc.,untested,ok,,
fantzn2,Fantasy Zone 2,,????,doesn't work,doesn't work,,game_not_working
fantzone,Fantasy Zone ,1986,Sega,ok,ok,,
fantzono,Fantasy Zone ,1986,Sega,untested,ok,,
farwest,Far West,1986,bootleg?,doesn't work,doesn't work,,game_not_working
fastfred,Fast Freddie,1982,Atari,untested,ok,,
fastlane,Fast Lane,1987,Konami,untested,ok,,
fatfursa,Fatal Fury Special ,1993,SNK,untested,ok,,
fatfursp,Fatal Fury Special ,1993,SNK,doesn't work,ok,neogeo,
fatfury1,Fatal Fury - King of Fighters ,1991,SNK,doesn't work,ok,neogeo,
fatfury2,Fatal Fury 2 ,1992,SNK,doesn't work,ok,neogeo,
fatfury3,Fatal Fury 3 - Road to the Final Victory ,1995,SNK,doesn't work,ok,neogeo,
fax,Fax,1983,Exidy,untested,ok,,
fbfrenzy,Football Frenzy,1992,SNK,untested,ok,neogeo,
fcombat,Field Combat,1985,Jaleco,doesn't work,ok,,game_not_working
ffantasa,Fighting Fantasy ,1989,Data East Corporation,untested,ok,,
ffantasy,Fighting Fantasy ,1989,Data East Corporation,untested,ok,,
ffight,Final Fight ,1989,Capcom,ok,ok,,
ffightj,Final Fight ,1989,Capcom,untested,ok,,
ffightj1,Final Fight ,1989,Capcom,untested,ok,,
ffightu,Final Fight ,1989,Capcom,ok,ok,,
ffreveng,Final Fight Revenge,1999,Capcom,doesn't work,doesn't work,,game_not_working
fghtatck,Fighter & Attacker ,1992,Namco,untested,has issues,,
fghthist,Fighter's History ,1993,Data East Corporation,doesn't work,doesn't work,,game_not_working
fghthsta,Fighter's History ,1993,Data East Corporation,doesn't work,doesn't work,,game_not_working
fghthstw,Fighter's History ,1993,Data East Corporation,doesn't work,doesn't work,,game_not_working
fgtlayer,Fighting Layer ,1998,Arika,untested,has issues,,runs but too much slowdown to be enjoyable
fhawk,Fighting Hawk ,1988,Taito Corporation Japan,untested,ok,,
fhawkj,Fighting Hawk ,1988,Taito Corporation,untested,ok,,
fhboxers,Funky Head Boxers,1995,Sega,doesn't work,doesn't work,,game_not_working
fieldday,Field Day,1984,Taito Corporation,untested,ok,,
fightfev,Fight Fever ,1994,Viccom,untested,ok,neogeo,
fightfva,Fight Fever ,1994,Viccom,untested,ok,,
fightrol,Fighting Roller,1983,Kaneko,untested,ok,,
finalap2,Final Lap 2,1990,Namco,doesn't work,doesn't work,,game_not_working
finalap3,Final Lap 3 ,1992,Namco,doesn't work,has issues,,game_not_working
finalapc,Final Lap ,1987,Namco,untested,has issues,,
finalapd,Final Lap ,1987,Namco,untested,has issues,,couldn't get gas pedal to work
finalb,Final Blow ,1988,Taito Corporation Japan,untested,ok,,
finalbj,Final Blow ,1988,Taito Corporation,untested,ok,,
finalbny,Mahjong Final Bunny ,1991,Nichibutsu,untested,ok,,
finalizb,Finalizer - Super Transformation ,1985,bootleg,untested,ok,,
finalizr,Finalizer - Super Transformation,1985,Konami,has issues,ok,,"sound not right, cocktail flipping doesn't work"
finallap,Final Lap ,1987,Namco,untested,has issues,,runs fine but track is missing textures
finalp2j,Final Lap 2 ,1990,Namco,doesn't work,doesn't work,,game_not_working
finalp3a,Final Lap 3 ,1992,Namco,doesn't work,doesn't work,,game_not_working
findlove,Find Love,1996,Daiki,doesn't work,untested,,game_not_working
findout,Find Out,1987,Elettronolo,untested,has issues,,
finehour,Finest Hour ,1989,Namco,ok,ok,,
finlapjb,Final Lap ,1987,Namco,untested,has issues,,
finlapjc,Final Lap ,1987,Namco,untested,has issues,,
finlarch,Final Arch ,1995,Sega,doesn't work,doesn't work,,game_not_working
firebarr,Fire Barrel ,1993,Irem,untested,has issues,,
firebatl,Fire Battle,1984,Taito,untested,ok,,
fireone,Fire One,1979,Exidy,untested,has issues,,"no sound, seems ok otherwise"
fireshrk,Fire Shark,1990,Toaplan,has issues,has issues,,lacks sound
firetpbl,Fire Trap ,1986,bootleg,untested,ok,,
firetrap,Fire Trap ,1986,Data East USA,untested,ok,,
firetrk,Fire Truck,1978,Atari,untested,has issues,,boots but will not accept coin
fitegol2,Fighting Golf ,1988,SNK,untested,untested,,
fitegolf,Fighting Golf ,1988,SNK,untested,untested,,
fitfight,Fit of Fighting,,bootleg,untested,has issues,,
fitter,Fitter,1981,Taito Corporation,untested,ok,,
fixeight,FixEight,1992,Toaplan,doesn't work,doesn't work,,game_not_working
fjbuster,Fujiyama Buster ,1992,Kaneko,doesn't work,doesn't work,,game_not_working
flashgal,Flashgal,1985,Sega,untested,ok,,
flicky,Flicky ,1984,Sega,untested,ok,,
flickyo,Flicky ,1984,Sega,untested,ok,,
flipshot,Battle Flip Shot,1998,Visco,untested,doesn't work,neogeo,
flkatck,Flak Attack ,1987,Konami,untested,ok,,
flower,Flower,1986,Komax,untested,has issues,,
flstory,The FairyLand Story,1985,Taito,untested,ok,,
flstoryj,The FairyLand Story ,1985,Taito,untested,ok,,
flyball,Flyball,1976,Atari,untested,has issues,,no sound pi3
flyboy,Fly-Boy,1982,Kaneko,doesn't work,doesn't work,,"doesn't work, but clones should"
flyboyb,Fly-Boy ,1982,Kaneko,untested,has issues,,
fncywld,Fancy World - Earth of Crisis,1996,Unico,untested,ok,,
fnkyfish,Funky Fish,1981,Sun Electronics,untested,ok,,
foodf,Food Fight ,1982,Atari,untested,ok,,sprite turns slower than normal. Use Analog for movment
foodf2,Food Fight ,1982,Atari,untested,ok,,
foodfc,Food Fight ,1982,Atari,untested,ok,,
footchmp,Football Champ ,1990,Taito Corporation Japan,ok,untested,,
forgottn,Forgotten Worlds ,1988,Capcom,ok,ok,,
formatz,Formation Z,1984,Jaleco,ok,has issues,,needs further testing
fourtrax,Four Trax,1989,Namco,untested,has issues,,missing sprites on sides of track
fpoint,Flash Point,1989,Sega,doesn't work,doesn't work,,game_not_working
fpointbj,Flash Point ,1989,bootleg,untested,ok,,
fpointbl,Flash Point ,1989,bootleg,untested,ok,,
freekckb,Free Kick ,1987,bootleg,untested,ok,,game_not_working
freekick,Free Kick,1987,Nihon System,doesn't work,doesn't work,,game_not_working
freeze,Freeze,1984,Cinematronics,untested,untested,,
frenzy,Frenzy,1982,Stern,untested,ok,,
friskyt,Frisky Tom ,1981,Nichibutsu,untested,ok,,
friskyta,Frisky Tom ,1981,Nichibutsu,untested,ok,,
frogg,Frog ,1981,bootleg,untested,ok,,
frogger,Frogger,1981,Konami,ok,ok,,
froggers,Frog,1981,bootleg,untested,ok,,
froggrmc,Frogger ,1981,bootleg?,untested,ok,,
frogs,Frogs,1978,Gremlin,untested,has issues,,no sound pi3
frogseg1,Frogger ,1981,Konami,untested,ok,,
frogseg2,Frogger ,1981,Konami,untested,ok,,
fromanc2,Taisen Idol-Mahjong Final Romance 2 ,1995,Video System Co.,untested,ok,,
fromanc4,Taisen Mahjong FinalRomance 4 ,1998,Video System Co.,untested,ok,,
fromance,Idol-Mahjong Final Romance ,1991,Video System Co.,untested,ok,,
fromancr,Taisen Mahjong FinalRomance R ,1995,Video System Co.,untested,ok,,
frontlin,Front Line,1982,Taito Corporation,untested,ok,,
fround,The Final Round ,1988,Konami,untested,ok,,seems to work fine pi3
froundl,The Final Round ,1988,Konami,untested,ok,,
fshark,Flying Shark ,1987,Toaplan Taito Corporation,untested,ok,,
fsharkbt,Flying Shark ,1987,bootleg,untested,ok,,
fstarfrc,Final Star Force ,1992,Tecmo,untested,ok,,
ftimpcta,Fighter's Impact Ace ,1996,Taito,doesn't work,doesn't work,taitofx1,GAME_UNEMULATED_PROTECTION
ftsoccer,Fighting Soccer,1988,SNK,untested,ok,,
fullthrl,Full Throttle ,1987,Taito Corporation,untested,ok,,
funkybee,Funky Bee,1982,Orca,untested,ok,,
funkyjet,Funky Jet,1992,Data East,untested,ok,,
funnymou,Funny Mouse,1982,Chuo Co. Ltd,untested,ok,,
funybubl,Funny Bubble,1999,Comad,untested,ok,,
futspy,Future Spy,1984,Sega,untested,ok,,
ga2,Golden Axe: The Revenge of Death Adder ,1992,Sega,untested,has issues,,"""incomplete video emulation"", but seems ok - playable, but some glitchy graphics"
ga2j,Golden Axe: The Revenge of Death Adder ,1992,Sega,untested,doesn't work,,
gaia,Gaia Crusaders,1999,Noise Factory,untested,ok,,
gaiapols,Gaiapolis ,1993,Konami,has issues,ok,,
gaiden,Ninja Gaiden ,1988,Tecmo,untested,ok,,
gakupara,Quiz Gakuen Paradise ,1991,NMK,untested,ok,,
gakusai,Mahjong Gakuensai ,1997,MakeSoft,untested,ok,,
gakusai2,Mahjong Gakuensai 2 ,1998,MakeSoft,untested,ok,,
gal10ren,Mahjong Gal 10-renpatsu ,1993,FUJIC,untested,ok,,
galag88b,Galaga '88 ,1987,Namco,has issues,ok,,Warning message about inaccurate graphics
galag88j,Galaga '88 ,1987,Namco,untested,has issues,,
galaga,Galaga ,1981,Namco,ok,has issues,,"Warning message about inaccurate graphics. Not noticable, though"
galaga3,Galaga 3 ,1984,Namco,ok,ok,,
galaga3a,Galaga 3 ,1984,Namco,untested,ok,,
galaga3m,Galaga 3 ,1984,Namco,untested,ok,,
galaga84,Galaga '84,1984,hack,untested,ok,,
galaga88,Galaga '88 ,1987,Namco,ok,ok,,
galagab2,Galaga ,1981,bootleg,untested,ok,,
galagads,Galaga ,1981,hack,ok,ok,,Works. Warning message: video emulation isn't 100%.Not very noticable.
galagamw,Galaga ,1981,Namco,ok,ok,,
galap1,Space Invaders Galactica,1979,hack,untested,ok,,
galap4,Galaxian Part 4,1979,hack,untested,ok,,
galapx,Galaxian Part X,1979,hack,ok,ok,,
galaxiaj,Galaxian ,1979,Namco,untested,ok,,
galaxian,Galaxian ,1979,Namco,ok,ok,,
galaxyfg,Galaxy Fight - Universal Warriors,1995,Sunsoft,untested,ok,neogeo,
galaxygn,Galaxy Gunners,1989,Electronic Devices Italy,untested,ok,,
galhustl,Gals Hustler,1997,ACE International,untested,ok,,
galivan,Galivan - Cosmo Police ,1985,Nichibutsu,untested,ok,,
galivan2,Galivan - Cosmo Police ,1985,Nichibutsu,untested,ok,,
galkaika,Mahjong Gal no Kaika ,1989,Nichibutsu,untested,ok,,
galkoku,Mahjong Gal no Kokuhaku ,1989,Nichibutsu,untested,ok,,
gallag,Gallag,1982,bootleg,untested,ok,,
gallop,Gallop - Armed police Unit ,1991,Irem,untested,ok,,
galmedes,Galmedes ,1992,Visco,untested,ok,,
galmidw,Galaxian ,1979,Namco,untested,ok,,
galmidwo,Galaxian ,1979,Namco,untested,ok,,
galpani2,Gals Panic II ,1993,Kaneko,doesn't work,doesn't work,,game_not_working
galpani4,Gals Panic 4 ,1996,Kaneko,untested,ok,skns,
galpanib,Gals Panic ,1990,Kaneko,untested,ok,,
galpanic,Gals Panic ,1990,Kaneko,untested,ok,,
galpanis,Gals Panic S - Extra Edition ,1997,Kaneko,untested,has issues,skns,Works fine but with slowndown in game n music
galpans2,Gals Panic S2 ,1999,Kaneko,untested,doesn't work,skns,Works fine but with slowndown in game n music
galspnbl,Gals Pinball,1996,Comad,untested,ok,,
galturbo,Galaxian Turbo,1979,hack,untested,ok,,
galxwar2,Galaxy Wars ,1979,Universal,untested,ok,,
galxwars,Galaxy Wars ,1979,Universal,untested,ok,,
galxwart,Galaxy Wars ,1979,Taito?,untested,ok,,
gametngk,The Game Paradise - Master of Shooting! ,1995,Jaleco,untested,has issues,,imperfect graphics. shadows are being shown as full sprites.
gangwarb,Gang Wars ,1989,bootleg,untested,untested,,
gangwars,Gang Wars ,1989,Alpha Denshi Co.,untested,ok,,
ganryu,Musashi Ganryuuki,1999,Visco,untested,ok,neogeo,
gaplus,Gaplus ,1984,Namco,untested,ok,,
gaplusa,Gaplus ,1984,Namco,untested,ok,,
gapluso,Gaplus ,1984,Namco,untested,ok,,
gardia,Gardia,1986,Sega,doesn't work,doesn't work,,game_not_working
gardiab,Gardia ,1986,bootleg,doesn't work,doesn't work,,game_not_working
garou,Garou - Mark of the Wolves ,1999,SNK,,ok,neogeo,
garouo,Garou - Mark of the Wolves ,1999,SNK,doesn't work,ok,,
garoup,Garou - Mark of the Wolves ,1999,SNK,doesn't work,ok,,
garuka,Garuka ,1988,Konami,untested,ok,,
garyoret,Garyo Retsuden ,1987,Data East Corporation,untested,ok,,
gatedom1,Gate of Doom ,1990,Data East Corporation,untested,ok,,
gatedoom,Gate of Doom ,1990,Data East Corporation,untested,untested,,
gatsbee,Gatsbee,1984,Uchida,untested,untested,,
gaun22p1,Gauntlet II ,1986,Atari Games,untested,untested,,
gaun22pg,Gauntlet II ,1986,Atari Games,untested,untested,,
gaun2pg1,Gauntlet ,1985,Atari Games,untested,untested,,
gaun2pj2,Gauntlet ,1985,Atari Games,untested,untested,,
gaun2pr3,Gauntlet ,1985,Atari Games,untested,ok,,
gaunt2,Gauntlet II,1986,Atari Games,ok,ok,,
gaunt22p,Gauntlet II ,1986,Atari Games,ok,ok,,no parent rom needed
gaunt2g,Gauntlet II ,1986,Atari Games,untested,untested,,
gaunt2p,Gauntlet ,1985,Atari Games,ok,ok,,no parent rom needed
gaunt2pg,Gauntlet ,1985,Atari Games,untested,untested,,
gaunt2pj,Gauntlet ,1985,Atari Games,untested,untested,,
gauntg,Gauntlet ,1985,Atari Games,untested,untested,,
gauntgr3,Gauntlet ,1985,Atari Games,untested,untested,,
gauntgr6,Gauntlet ,1985,Atari Games,untested,untested,,
gauntgr8,Gauntlet ,1985,Atari Games,untested,untested,,
gauntj,Gauntlet ,1985,Atari Games,untested,untested,,
gauntj12,Gauntlet ,1985,Atari Games,untested,untested,,
gauntlet,Gauntlet ,1985,Atari Games,ok,ok,,"Experience issues, when you go direct to Exit level 8 from level 1, you will restart at level 1"
gauntr1,Gauntlet ,1985,Atari Games,untested,untested,,
gauntr2,Gauntlet ,1985,Atari Games,untested,ok,,
gauntr4,Gauntlet ,1985,Atari Games,untested,untested,,
gauntr5,Gauntlet ,1985,Atari Games,untested,untested,,
gauntr7,Gauntlet ,1985,Atari Games,untested,untested,,
gauntr9,Gauntlet ,1985,Atari Games,doesn't work,untested,,
gaunts,Gauntlet ,1985,Atari Games,untested,untested,,
gaxeduel,Golden Axe - The Duel,1994,Sega,doesn't work,doesn't work,,game_not_working
gberet,Green Beret,1985,Konami,doesn't work,doesn't work,,Menu keeps appearing on Rpi 3
gberetb,Green Beret ,1985,bootleg,untested,ok,,
gblchmp,Global Champion ,1994,Taito America Corporation,untested,ok,,
gbusters,Gang Busters,1988,Konami,ok,ok,,
gcpinbal,Grand Cross,1994,Excellent System,untested,has issues,,
gdarius,G-Darius ,1997,Taito,doesn't work,doesn't work,,game_not_working
gdarius2,G-Darius Ver.2 ,1997,Taito,doesn't work,doesn't work,,game_not_working
geebee,Gee Bee,1978,Namco,untested,ok,,
geebeeg,Gee Bee ,1978,Namco,untested,ok,,
gekiretu,Quiz Gekiretsu Scramble ,1992,Face,untested,ok,,
gekirido,Gekirindan ,1995,Taito Corporation,untested,ok,,
gemini,Gemini Wing,1987,Tecmo,untested,ok,,
genix,Genix Family,1994,NIX,untested,ok,,
genpeitd,Genpei ToumaDen,1986,Namco,untested,ok,,
gensitou,Genshi-Tou 1930's,1989,SNK,untested,ok,,
geostorm,Geostorm ,1994,Irem,untested,ok,,
getstar,Guardian,1986,Taito,doesn't work,doesn't work,,game_not_working
getstarb,Get Star ,1986,bootleg,untested,ok,,
getstarj,Get Star ,1986,Taito,doesn't work,doesn't work,,game_not_working
gfire2,Golden Fire II,1992,Topis Corp,untested,ok,,
gghost,Goalie Ghost,1984,Bally,untested,ok,,
ggreats2,Golfing Greats 2 ,1994,Konami,doesn't work,has issues,,game_not_working
gground,Gain Ground,,Sega,doesn't work,untested,,game_not_working
ghostb,The Real Ghostbusters ,1987,Data East USA,untested,ok,,
ghostb3,The Real Ghostbusters ,1987,Data East USA,untested,ok,,
ghouls,Ghouls'n Ghosts ,1988,Capcom,ok,ok,,
ghoulsu,Ghouls'n Ghosts ,1988,Capcom,untested,untested,,
ghox,Ghox,1991,Toaplan,untested,untested,,no sound
ghunter,Gang Hunter ,1988,Seibu Kaihatsu,untested,untested,,
gigandes,Gigandes,1989,East Technology,untested,ok,,
gigasb,Gigas ,1986,bootleg,untested,ok,,
gigasm2b,Gigas Mark II ,1986,bootleg,untested,ok,,
gigawing,Giga Wing ,1999,Capcom,ok,ok,,some lags with shaders
gijoe,GI Joe ,1992,Konami,ok,ok,,
gijoej,GI Joe ,1992,Konami,untested,untested,,
gijoeu,GI Joe ,1992,Konami,untested,ok,,
gimeabrk,Gimme A Break,1985,Bally,untested,has issues,,
ginganin,Ginga NinkyouDen,1987,Jaleco,untested,ok,,
ginkun,Ganbare Ginkun,1995,Tecmo,untested,ok,,
gionbana,Gionbana ,1989,Nichibutsu,untested,ok,,
gladiatr,Gladiator ,1986,Taito America Corporation,untested,ok,,
glass,Glass,1993,Gaelco,untested,has issues,,
glfgreat,Golfing Greats,1991,Konami,untested,has issues,,
glfgretj,Golfing Greats ,1991,Konami,untested,has issues,,
glprac2j,Gallop Racer 2 ,1997,Tecmo,doesn't work,ok,,game_not_working pie2
glprac2l,Gallop Racer 2 Link HW ,1997,Tecmo,doesn't work,doesn't work,,game_not_working
glpracr,Gallop Racer ,1996,Tecmo,doesn't work,doesn't work,,game_not_working
glpracr2,Gallop Racer 2 ,1997,Tecmo,doesn't work,doesn't work,,game_not_working
gmahou,Great Mahou Daisakusen ,2000,Eighting,untested,ok,,
gmgalax,Ghostmuncher Galaxian ,1981,bootleg,untested,ok,,
gmissile,Guided Missile,1977,Midway,untested,has issues,,no sound pi3
gng,Ghosts'n Goblins ,1985,Capcom,ok,ok,,
gnga,Ghosts'n Goblins ,1985,Capcom,untested,untested,,"first time Ok, next time game_not_working - can't confirm this error in mame 0.78"
gngt,Ghosts'n Goblins ,1985,Capcom,untested,ok,,"first time Ok, next time game_not_working - can't confirm this error in mame 0.78"
goal92,Goal '92,1992,bootleg,untested,ok,,
goalx3,Goal! Goal! Goal!,1995,Visco,untested,ok,neogeo,
godzilla,Godzilla,1993,Banpresto,doesn't work,doesn't work,,game_not_working
gogomile,Go Go! Mile Smile,1995,Fuuki,untested,ok,,
gogomilj,Susume! Mile Smile ,1995,Fuuki,untested,ok,,
goindol,Goindol ,1987,Sun a Electronics,untested,ok,,
goindolj,Goindol ,1987,Sun a Electronics,untested,ok,,
goindolu,Goindol ,1987,Sun a Electronics,untested,ok,,
gokuparo,Gokujyou Parodius ,1994,Konami,untested,ok,,
goldbug,Gold Bug,1982,Century Electronics,untested,has issues,,inaccurate sound emulation pi3
goldmedb,Gold Medalist ,1988,bootleg,doesn't work,ok,,game_not_working
goldmedl,Gold Medalist,1988,SNK,untested,ok,,
goldnabl,Golden Axe ,1989,bootleg,doesn't work,doesn't work,,game_not_working
goldnaxa,Golden Axe ,1989,Sega,untested,has issues,,Invisible enemies
goldnaxb,Golden Axe ,1989,Sega,doesn't work,doesn't work,,game_not_working
goldnaxc,Golden Axe ,1989,Sega,doesn't work,doesn't work,,game_not_working
goldnaxe,Golden Axe ,1989,Sega,ok,untested,,
